tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL012199g2.t1	HMEL012199g2	527.037	524.056	513.746	533.37	518.821	515.625	545.474	553.983	559.784	562.13	569.031	579.403
HMEL012199g3.t1	HMEL012199g3	1207.428	1204.145	1193.765	1213.743	1198.91	1195.405	1226.151	1234.808	1240.49	1242.805	1249.824	1260.313
HMEL010547g1.t1	HMEL010547g1	431.511	429.428	418.909	438.085	424.325	421.044	449.431	457.475	463.309	465.828	472.328	482.525
HMEL032660g1.t1	HMEL032660g1	606.634	603.445	593.122	612.934	598.166	594.838	625.298	633.926	639.674	641.957	648.962	659.369
HMEL013525g1.t1	HMEL013525g1	27.968	28.599	26.164	29.039	27.483	27.724	29.835	30.073	33.778	32.788	32.061	31.635
HMEL013525g1.t2	HMEL013525g1	27.968	28.599	26.164	29.039	27.483	27.724	29.835	30.073	33.778	32.788	32.061	31.635
HMEL017933g2.t1	HMEL017933g2	167.527	171.019	164.246	175.406	167.836	169.371	185.765	182.636	190.213	194.76	191.675	198.113
HMEL017931g1.t1	HMEL017931g1	1107.428	1104.145	1093.765	1113.743	1098.91	1095.405	1126.151	1134.808	1140.49	1142.805	1149.824	1160.313
HMEL035449g1.t1	HMEL035449g1	203.053	205.672	198.749	210.981	202.069	203.026	222.002	220.136	228.237	232.578	232.039	238.812
HMEL013519g1.t1	HMEL013519g1	778.428	775.145	764.765	784.743	769.91	766.405	797.151	805.808	811.49	813.805	820.824	831.313
HMEL035450g1.t1	HMEL035450g1	3251.428	3248.145	3237.765	3257.743	3242.91	3239.405	3270.151	3278.808	3284.49	3286.805	3293.824	3304.313
HMEL013518g1.t1	HMEL013518g1	185.054	188.019	181.274	193.021	184.755	186.026	203.737	201.098	208.988	213.563	211.639	218.295
HMEL013517g2.t1	HMEL013517g2	481.569	478.901	468.583	487.94	473.719	470.558	499.776	508.107	513.915	516.321	523.127	533.441
HMEL013514g1.t1	HMEL013514g1	273.893	274.779	267.154	281.635	270.766	270.393	293.172	295.072	302.935	306.477	309.8	317.391
HMEL013510g1.t1	HMEL013510g1	4316.428	4313.145	4302.765	4322.743	4307.91	4304.405	4335.151	4343.808	4349.49	4351.805	4358.824	4369.313
HMEL035451g1.t1	HMEL035451g1	126.218	130.247	123.681	133.068	127.244	128.9	141.98	138.32	145.473	149.259	143.715	149.664
HMEL035452g1.t1	HMEL035452g1	47.962	49.155	45.727	49.639	47.18	47.926	53.035	52.5	57.704	56.942	55.398	55.711
HMEL013509g1.t1	HMEL013509g1	138.671	142.639	135.899	145.916	139.562	141.252	155.41	151.551	158.925	163.145	158.141	164.247
HMEL013505g1.t1	HMEL013505g1	265.836	266.926	259.25	273.586	263.007	262.696	285.189	286.636	294.489	298.179	301.173	308.643
HMEL013498g1.t1	HMEL013498g1	1112.428	1109.145	1098.765	1118.743	1103.91	1100.405	1131.151	1139.808	1145.49	1147.805	1154.824	1165.313
HMEL013496g1.t1	HMEL013496g1	158.18	161.958	155.099	165.968	158.797	160.363	176.04	172.65	180.098	184.71	180.929	187.298
HMEL035456g1.t1	HMEL035456g1	82.455	85.342	80.007	86.599	82.366	83.772	93.295	91.037	97.465	98.683	94.217	97.288
HMEL007271g1.t2	HMEL007271g1	1883.428	1880.145	1869.765	1889.743	1874.91	1871.405	1902.151	1910.808	1916.49	1918.805	1925.824	1936.313
HMEL007271g1.t1	HMEL007271g1	1913.428	1910.145	1899.765	1919.743	1904.91	1901.405	1932.151	1940.808	1946.49	1948.805	1955.824	1966.313
HMEL022657g2.t1	HMEL022657g2	264.949	266.052	258.392	272.705	262.143	261.852	284.299	285.691	293.57	297.246	300.218	307.678
HMEL006113g1.t1	HMEL006113g1	19.478	19.746	17.997	20.23	19.119	19.175	20.959	20.709	23.687	23.356	22.43	21.438
HMEL035720g1.t1	HMEL035720g1	1562.428	1559.145	1548.765	1568.743	1553.91	1550.405	1581.151	1589.808	1595.49	1597.805	1604.824	1615.313
HMEL009813g1.t1	HMEL009813g1	23.119	23.618	21.46	24.109	22.711	22.817	24.411	24.495	27.71	26.927	25.984	25.724
HMEL009822g1.t1	HMEL009822g1	838.428	835.145	824.765	844.743	829.91	826.405	857.151	865.808	871.49	873.805	880.824	891.313
HMEL013425g1.t1	HMEL013425g1	63.639	65.522	61.256	66.346	62.946	64.06	71.406	70.117	76.004	76.127	73.146	74.61
HMEL017098g3.t1	HMEL017098g3	79.892	82.622	77.468	83.845	79.674	81.066	90.301	88.164	94.511	95.637	91.281	94.175
HMEL008717g1.t1	HMEL008717g1	79.892	82.622	77.468	83.845	79.674	81.066	90.301	88.164	94.511	95.637	91.281	94.175
HMEL008717g1.t2	HMEL008717g1	79.892	82.622	77.468	83.845	79.674	81.066	90.301	88.164	94.511	95.637	91.281	94.175
HMEL003497g2.t1	HMEL003497g2	346.92	346.103	336.356	354.026	341.473	339.013	365.223	370.851	377.374	380.324	385.344	395.042
HMEL003497g3.t1	HMEL003497g3	823.428	820.145	809.765	829.743	814.91	811.405	842.151	850.808	856.49	858.805	865.824	876.313
HMEL003496g1.t1	HMEL003496g1	1856.428	1853.145	1842.765	1862.743	1847.91	1844.405	1875.151	1883.808	1889.49	1891.805	1898.824	1909.313
HMEL010553g1.t1	HMEL010553g1	266.723	267.8	260.117	274.475	263.865	263.538	286.07	287.581	295.412	299.111	302.13	309.607
HMEL010382g2.t1	HMEL010382g2	709.487	706.231	695.869	715.794	700.982	697.516	728.248	736.892	742.619	744.879	751.913	762.353
HMEL017925g5.t1	HMEL017925g5	26.184	26.76	24.387	27.211	25.73	25.854	27.732	27.982	31.495	30.574	29.797	29.449
HMEL017925g3.t1	HMEL017925g3	126.939	130.966	124.404	133.816	127.964	129.633	142.767	139.079	146.244	150.077	144.556	150.509
HMEL017925g1.t1	HMEL017925g1	49.048	50.304	46.826	50.799	48.278	49.058	54.355	53.732	59.006	58.289	56.701	57.057
HMEL035593g1.t1	HMEL035593g1	32.244	33.027	30.323	33.467	31.692	32.014	34.808	34.958	39.055	38.028	37.195	36.818
HMEL013867g1.t1	HMEL013867g1	38.287	39.16	36.128	39.621	37.597	38.065	41.627	41.681	46.199	45.167	44.191	44.107
HMEL013867g1.t2	HMEL013867g1	9.931	9.218	13.87	9.162	9.012	13.236	24.497	21.38	19.803	21.982	17.836	16.808
HMEL013867g2.t1	HMEL013867g2	256.994	258.25	250.791	264.824	254.365	254.319	276.233	277.222	285.307	288.941	291.598	298.993
HMEL013867g2.t2	HMEL013867g2	173.853	177.182	170.485	181.765	173.958	175.451	192.264	189.324	197.017	201.585	198.86	205.414
HMEL013867g2.t3	HMEL013867g2	173.853	177.182	170.485	181.765	173.958	175.451	192.264	189.324	197.017	201.585	198.86	205.414
HMEL013866g1.t1	HMEL013866g1	126.939	130.966	124.404	133.816	127.964	129.633	142.767	139.079	146.244	150.077	144.556	150.509
HMEL013866g3.t1	HMEL013866g3	1500.428	1497.145	1486.765	1506.743	1491.91	1488.405	1519.151	1527.808	1533.49	1535.805	1542.824	1553.313
HMEL013866g3.t2	HMEL013866g3	1500.428	1497.145	1486.765	1506.743	1491.91	1488.405	1519.151	1527.808	1533.49	1535.805	1542.824	1553.313
HMEL013865g1.t1	HMEL013865g1	1270.428	1267.145	1256.765	1276.743	1261.91	1258.405	1289.151	1297.808	1303.49	1305.805	1312.824	1323.313
HMEL013864g1.t1	HMEL013864g1	1075.428	1072.145	1061.765	1081.743	1066.91	1063.405	1094.151	1102.808	1108.49	1110.805	1117.824	1128.313
HMEL013863g1.t1	HMEL013863g1	255.24	256.529	249.08	263.074	252.648	252.631	274.457	275.361	283.432	287.098	289.681	297.052
HMEL012849g1.t1	HMEL012849g1	7822.428	7819.145	7808.765	7828.743	7813.91	7810.405	7841.151	7849.808	7855.49	7857.805	7864.824	7875.313
HMEL012850g1.t1	HMEL012850g1	265.836	266.926	259.25	273.586	263.007	262.696	285.189	286.636	294.489	298.179	301.173	308.643
HMEL035629g1.t1	HMEL035629g1	496.356	493.593	483.277	502.699	488.397	485.207	514.671	523.045	528.857	531.234	538.073	548.421
HMEL035629g1.t2	HMEL035629g1	582.701	579.561	569.234	589.012	574.276	570.998	601.343	609.928	615.694	618.004	624.979	635.381
HMEL014710g2.t1	HMEL014710g2	1665.428	1662.145	1651.765	1671.743	1656.91	1653.405	1684.151	1692.808	1698.49	1700.805	1707.824	1718.313
HMEL014709g1.t1	HMEL014709g1	6896.428	6893.145	6882.765	6902.743	6887.91	6884.405	6915.151	6923.808	6929.49	6931.805	6938.824	6949.313
HMEL014707g1.t1	HMEL014707g1	285.699	286.134	278.443	293.307	282.076	281.497	304.725	307.362	314.912	318.443	322.225	330.121
HMEL035631g1.t1	HMEL035631g1	35.692	36.566	33.616	37.016	35.088	35.479	38.73	38.831	43.159	42.18	41.244	41.05
HMEL014701g4.t1	HMEL014701g4	16.714	16.826	15.544	17.189	16.338	16.458	18.402	18.052	20.692	20.601	19.383	18.51
HMEL014701g3.t1	HMEL014701g3	200.57	203.23	196.339	208.526	199.673	200.671	219.454	217.505	225.603	230.03	229.249	235.998
HMEL014701g1.t1	HMEL014701g1	783.428	780.145	769.765	789.743	774.91	771.405	802.151	810.808	816.49	818.805	825.824	836.313
HMEL013915g3.t1	HMEL013915g3	615.605	612.419	602.073	621.912	607.136	603.795	634.294	642.92	648.665	650.952	657.957	668.365
HMEL013915g3.t2	HMEL013915g3	615.605	612.419	602.073	621.912	607.136	603.795	634.294	642.92	648.665	650.952	657.957	668.365
HMEL036737g1.t1	HMEL036737g1	86.307	89.4	83.93	90.803	86.416	87.858	97.836	95.322	101.881	103.283	98.683	102.032
HMEL013915g5.t1	HMEL013915g5	61.172	62.978	58.861	63.753	60.485	61.583	68.616	67.39	73.201	73.187	70.469	71.715
HMEL035642g1.t1	HMEL035642g1	23.972	24.504	22.282	24.958	23.55	23.673	25.347	25.469	28.781	27.931	27.033	26.771
HMEL002168g1.t1	HMEL002168g1	1517.428	1514.145	1503.765	1523.743	1508.91	1505.405	1536.151	1544.808	1550.49	1552.805	1559.824	1570.313
HMEL035647g1.t1	HMEL035647g1	290.253	290.571	282.869	297.79	286.472	285.845	309.201	312.111	319.58	323.067	327.054	335.004
HMEL008463g2.t1	HMEL008463g2	1226.428	1223.145	1212.765	1232.743	1217.91	1214.405	1245.151	1253.808	1259.49	1261.805	1268.824	1279.313
HMEL008461g1.t1	HMEL008461g1	238.692	240.347	232.971	246.559	236.504	236.726	257.822	257.827	265.964	269.807	271.561	278.756
HMEL017865g1.t1	HMEL017865g1	504.257	501.427	491.129	510.603	496.227	493.024	522.61	531.02	536.836	539.185	546.048	556.418
HMEL033873g1.t1	HMEL033873g1	803.428	800.145	789.765	809.743	794.91	791.405	822.151	830.808	836.49	838.805	845.824	856.313
HMEL008455g1.t2	HMEL008455g1	674.51	671.274	660.912	680.818	666.012	662.588	693.26	701.897	707.636	709.912	716.926	727.359
HMEL008455g1.t1	HMEL008455g1	833.428	830.145	819.765	839.743	824.91	821.405	852.151	860.808	866.49	868.805	875.824	886.313
HMEL002157g1.t1	HMEL002157g1	10.195	9.775	10.44	9.848	9.595	10.617	15.885	13.405	14.702	15.927	14.08	12.602
HMEL002157g1.t2	HMEL002157g1	10.195	9.775	10.44	9.848	9.595	10.617	15.885	13.405	14.702	15.927	14.08	12.602
HMEL002159g2.t1	HMEL002159g2	61.787	63.611	59.446	64.399	61.103	62.198	69.309	68.074	73.9	73.912	71.132	72.434
HMEL002160g1.t1	HMEL002160g1	3118.428	3115.145	3104.765	3124.743	3109.91	3106.405	3137.151	3145.808	3151.49	3153.805	3160.824	3171.313
HMEL008465g3.t1	HMEL008465g3	173.059	176.406	169.709	180.967	173.191	174.701	191.452	188.486	196.153	200.728	197.959	204.496
HMEL008467g1.t1	HMEL008467g1	4259.428	4256.145	4245.765	4265.743	4250.91	4247.405	4278.151	4286.808	4292.49	4294.805	4301.824	4312.313
HMEL025046g1.t2	HMEL025046g1	74.186	76.612	71.72	77.669	73.77	75.066	83.657	81.842	88.034	88.738	84.796	87.26
HMEL025046g1.t1	HMEL025046g1	81.811	84.663	79.371	85.903	81.688	83.096	92.541	90.325	96.723	97.914	93.475	96.502
HMEL025040g1.t1	HMEL025040g1	63.639	65.522	61.256	66.346	62.946	64.06	71.406	70.117	76.004	76.127	73.146	74.61
HMEL025040g1.t2	HMEL025040g1	63.639	65.522	61.256	66.346	62.946	64.06	71.406	70.117	76.004	76.127	73.146	74.61
HMEL025038g2.t1	HMEL025038g2	413.035	411.157	400.636	419.666	406.137	402.865	430.904	438.637	444.489	447.132	453.449	463.608
HMEL025038g2.t2	HMEL025038g2	433.467	431.368	420.837	440.036	426.254	422.97	451.389	459.457	465.284	467.812	474.314	484.522
HMEL025038g2.t3	HMEL025038g2	413.035	411.157	400.636	419.666	406.137	402.865	430.904	438.637	444.489	447.132	453.449	463.608
HMEL035783g1.t1	HMEL035783g1	112.799	116.62	110.275	119.054	113.622	115.175	127.379	123.871	130.735	134.143	128.234	133.568
HMEL021952g2.t1	HMEL021952g2	37.247	38.11	35.106	38.569	36.595	37.029	40.457	40.536	44.971	43.978	43.013	42.88
HMEL035762g1.t1	HMEL035762g1	23.119	23.618	21.46	24.109	22.711	22.817	24.411	24.495	27.71	26.927	25.984	25.724
HMEL012223g1.t1	HMEL012223g1	19.102	19.361	17.63	19.818	18.746	18.8	20.558	20.339	23.256	22.951	21.965	21.016
HMEL012225g1.t1	HMEL012225g1	129.125	133.145	126.563	136.07	130.135	131.819	145.158	141.419	148.551	152.524	147.094	153.039
HMEL012730g1.t1	HMEL012730g1	41.952	42.926	39.829	43.405	41.195	41.787	46.008	45.83	50.58	49.627	48.524	48.538
HMEL035739g1.t1	HMEL035739g1	11.939	9.933	16.579	10.59	10.004	15.976	27.898	25.341	23.808	25.302	21.252	20.826
HMEL012735g1.t1	HMEL012735g1	3411.428	3408.145	3397.765	3417.743	3402.91	3399.405	3430.151	3438.808	3444.49	3446.805	3453.824	3464.313
HMEL007289-RA	HMEL007289-RA	817.428	814.145	803.765	823.743	808.91	805.405	836.151	844.808	850.49	852.805	859.824	870.313
HMEL008814g1.t1	HMEL008814g1	208.03	210.536	203.495	215.988	206.877	207.746	226.987	225.447	233.512	237.798	237.633	244.468
HMEL008813g1.t1	HMEL008813g1	752.466	749.197	738.828	758.777	743.96	740.473	771.232	779.88	785.619	787.87	794.894	805.348
HMEL008812g1.t1	HMEL008812g1	2798.428	2795.145	2784.765	2804.743	2789.91	2786.405	2817.151	2825.808	2831.49	2833.805	2840.824	2851.313
HMEL015065g1.t1	HMEL015065g1	468.753	466.227	455.906	475.169	461.058	457.916	486.916	495.18	500.986	503.429	510.165	520.461
HMEL013473g1.t1	HMEL013473g1	16.387	16.485	15.259	16.853	16.008	16.148	18.111	17.744	20.314	20.286	19.027	18.163
HMEL013474g1.t1	HMEL013474g1	2033.428	2030.145	2019.765	2039.743	2024.91	2021.405	2052.151	2060.808	2066.49	2068.805	2075.824	2086.313
HMEL013475g1.t1	HMEL013475g1	29.822	30.535	27.991	30.967	29.32	29.624	31.995	32.232	36.075	35.114	34.379	33.901
HMEL013477g1.t1	HMEL013477g1	30.786	31.525	28.919	31.959	30.269	30.583	33.119	33.33	37.272	36.281	35.489	35.069
HMEL015057g2.t1	HMEL015057g2	1104.428	1101.145	1090.765	1110.743	1095.91	1092.405	1123.151	1131.808	1137.49	1139.805	1146.824	1157.313
HMEL006629g1.t1	HMEL006629g1	824.428	821.145	810.765	830.743	815.91	812.405	843.151	851.808	857.49	859.805	866.824	877.313
HMEL006629g1.t2	HMEL006629g1	824.428	821.145	810.765	830.743	815.91	812.405	843.151	851.808	857.49	859.805	866.824	877.313
HMEL006629g1.t3	HMEL006629g1	824.428	821.145	810.765	830.743	815.91	812.405	843.151	851.808	857.49	859.805	866.824	877.313
HMEL035514g1.t1	HMEL035514g1	37.247	38.11	35.106	38.569	36.595	37.029	40.457	40.536	44.971	43.978	43.013	42.88
HMEL035516g1.t1	HMEL035516g1	66.073	68.112	63.702	68.96	65.449	66.595	74.224	72.808	78.799	79.103	75.812	77.53
HMEL008775g1.t1	HMEL008775g1	1148.428	1145.145	1134.765	1154.743	1139.91	1136.405	1167.151	1175.808	1181.49	1183.805	1190.824	1201.313
HMEL008775g2.t1	HMEL008775g2	55.846	57.422	53.559	58.064	55.087	56.043	62.382	61.448	66.983	66.652	64.522	65.313
HMEL008775g3.t1	HMEL008775g3	14.821	11.989	19.519	13.475	11.719	19.116	28.037	27.482	26.318	27.303	22.928	24.441
HMEL008781g1.t1	HMEL008781g1	3388.428	3385.145	3374.765	3394.743	3379.91	3376.405	3407.151	3415.808	3421.49	3423.805	3430.824	3441.313
HMEL002816g1.t1	HMEL002816g1	18.037	18.276	16.671	18.623	17.673	17.755	19.556	19.325	22.118	21.89	20.764	19.896
HMEL002817g1.t1	HMEL002817g1	31.761	32.52	29.851	32.961	31.215	31.53	34.235	34.42	38.464	37.443	36.618	36.234
HMEL035524g1.t1	HMEL035524g1	303.071	303.071	295.104	310.428	298.875	297.986	321.903	325.464	332.73	336.173	340.565	348.706
HMEL035524g1.t2	HMEL035524g1	303.071	303.071	295.104	310.428	298.875	297.986	321.903	325.464	332.73	336.173	340.565	348.706
HMEL002828g2.t1	HMEL002828g2	1432.428	1429.145	1418.765	1438.743	1423.91	1420.405	1451.151	1459.808	1465.49	1467.805	1474.824	1485.313
HMEL035528g1.t1	HMEL035528g1	907.428	904.145	893.765	913.743	898.91	895.405	926.151	934.808	940.49	942.805	949.824	960.313
HMEL008048g1.t1	HMEL008048g1	32.725	33.531	30.793	33.972	32.172	32.503	35.381	35.5	39.637	38.615	37.772	37.405
HMEL008048g2.t1	HMEL008048g2	33.703	34.53	31.721	34.986	33.143	33.507	36.514	36.615	40.815	39.799	38.938	38.614
HMEL008048g3.t1	HMEL008048g3	682.505	679.263	668.904	688.814	674.003	670.572	701.258	709.896	715.63	717.91	724.926	735.358
HMEL003976g1.t1	HMEL003976g1	339.393	338.665	329.25	346.497	334.128	331.954	357.678	363.072	369.734	372.746	377.467	387.128
HMEL035539g1.t1	HMEL035539g1	13.299	13.192	12.616	13.475	12.884	13.272	16.111	14.876	17.181	17.345	16.307	15.061
HMEL011850g1.t2	HMEL011850g1	39.301	40.209	37.147	40.665	38.593	39.098	42.839	42.837	47.445	46.408	45.427	45.359
HMEL011850g1.t3	HMEL011850g1	39.301	40.209	37.147	40.665	38.593	39.098	42.839	42.837	47.445	46.408	45.427	45.359
HMEL035545g1.t1	HMEL035545g1	13.774	13.726	12.992	14.014	13.381	13.712	16.344	15.253	17.625	17.748	16.692	15.525
HMEL012092g2.t1	HMEL012092g2	24.855	25.41	23.119	25.848	24.431	24.543	26.317	26.468	29.854	28.994	28.131	27.83
HMEL012092g1.t1	HMEL012092g1	112.097	115.909	109.576	118.324	112.907	114.465	126.628	123.131	129.975	133.346	127.469	132.728
HMEL012088g1.t1	HMEL012088g1	20.624	20.902	19.144	21.445	20.251	20.365	22.209	21.915	25.041	24.647	23.855	22.759
HMEL012087-RA	HMEL012087-RA	1208.428	1205.145	1194.765	1214.743	1199.91	1196.405	1227.151	1235.808	1241.49	1243.805	1250.824	1261.313
HMEL012084g1.t1	HMEL012084g1	770.428	767.145	756.765	776.743	761.91	758.405	789.151	797.808	803.49	805.805	812.824	823.313
HMEL012079g1.t1	HMEL012079g1	1808.428	1805.145	1794.765	1814.743	1799.91	1796.405	1827.151	1835.808	1841.49	1843.805	1850.824	1861.313
HMEL035552g1.t1	HMEL035552g1	13.774	13.726	12.992	14.014	13.381	13.712	16.344	15.253	17.625	17.748	16.692	15.525
HMEL035554g1.t1	HMEL035554g1	32.244	33.027	30.323	33.467	31.692	32.014	34.808	34.958	39.055	38.028	37.195	36.818
HMEL012077g1.t1	HMEL012077g1	227.516	229.413	222.152	235.384	225.707	226.087	246.492	245.911	254.009	258.066	259.228	266.303
HMEL007773g2.t1	HMEL007773g2	227.516	229.413	222.152	235.384	225.707	226.087	246.492	245.911	254.009	258.066	259.228	266.303
HMEL035557g1.t1	HMEL035557g1	112.097	115.909	109.576	118.324	112.907	114.465	126.628	123.131	129.975	133.346	127.469	132.728
HMEL035558g1.t1	HMEL035558g1	188.284	191.227	184.449	196.263	187.842	189.099	206.999	204.526	212.447	217.029	215.339	222.013
HMEL007774g1.t1	HMEL007774g1	2909.428	2906.145	2895.765	2915.743	2900.91	2897.405	2928.151	2936.808	2942.49	2944.805	2951.824	2962.313
HMEL033152g1.t1	HMEL033152g1	47.962	49.155	45.727	49.639	47.18	47.926	53.035	52.5	57.704	56.942	55.398	55.711
HMEL035560g1.t1	HMEL035560g1	98.973	102.473	96.571	104.404	99.463	101.088	112.09	109.065	115.729	118.251	113.055	117.135
HMEL008824g1.t1	HMEL008824g1	657.521	654.306	643.939	663.832	649.04	645.645	676.272	684.898	690.636	692.917	699.929	710.362
HMEL008819g1.t1	HMEL008819g1	1546.428	1543.145	1532.765	1552.743	1537.91	1534.405	1565.151	1573.808	1579.49	1581.805	1588.824	1599.313
HMEL008819g1.t2	HMEL008819g1	1546.428	1543.145	1532.765	1552.743	1537.91	1534.405	1565.151	1573.808	1579.49	1581.805	1588.824	1599.313
HMEL008818g1.t1	HMEL008818g1	90.932	94.192	88.524	95.732	91.195	92.641	103.089	100.341	106.876	108.786	103.951	107.567
HMEL022548g1.t1	HMEL022548g1	999.428	996.145	985.765	1005.743	990.91	987.405	1018.151	1026.808	1032.49	1034.805	1041.824	1052.313
HMEL022548g1.t2	HMEL022548g1	999.428	996.145	985.765	1005.743	990.91	987.405	1018.151	1026.808	1032.49	1034.805	1041.824	1052.313
HMEL016628-RA	HMEL016628-RA	1474.428	1471.145	1460.765	1480.743	1465.91	1462.405	1493.151	1501.808	1507.49	1509.805	1516.824	1527.313
HMEL035571g1.t1	HMEL035571g1	24.855	25.41	23.119	25.848	24.431	24.543	26.317	26.468	29.854	28.994	28.131	27.83
HMEL016632g1.t1	HMEL016632g1	102.38	105.989	99.968	108.029	102.965	104.554	115.888	112.772	119.486	122.192	116.819	121.164
HMEL016633g1.t1	HMEL016633g1	45.237	46.285	43.032	46.761	44.419	45.089	49.755	49.437	54.477	53.542	52.243	52.412
HMEL016639g1.t1	HMEL016639g1	77.361	79.942	74.886	81.117	77.028	78.367	87.364	85.38	91.641	92.593	88.38	91.088
HMEL035578g1.t1	HMEL035578g1	32.244	33.027	30.323	33.467	31.692	32.014	34.808	34.958	39.055	38.028	37.195	36.818
HMEL035580g1.t1	HMEL035580g1	110.691	114.499	108.187	116.861	111.467	113.077	125.13	121.649	128.45	131.743	125.917	131.045
HMEL016652g1.t1	HMEL016652g1	461.857	459.419	449.069	468.311	454.269	451.115	479.99	488.227	494.017	496.505	503.197	513.472
HMEL016653g1.t1	HMEL016653g1	256.12	257.389	249.937	263.95	253.503	253.472	275.343	276.292	284.369	288.018	290.64	298.022
HMEL016653g1.t3	HMEL016653g1	256.12	257.389	249.937	263.95	253.503	253.472	275.343	276.292	284.369	288.018	290.64	298.022
HMEL016654g1.t1	HMEL016654g1	39.814	40.732	37.66	41.199	39.096	39.628	43.463	43.43	48.063	47.052	46.046	45.986
HMEL016654g1.t2	HMEL016654g1	39.814	40.732	37.66	41.199	39.096	39.628	43.463	43.43	48.063	47.052	46.046	45.986
HMEL016654g1.t3	HMEL016654g1	39.814	40.732	37.66	41.199	39.096	39.628	43.463	43.43	48.063	47.052	46.046	45.986
HMEL016654g5.t2	HMEL016654g5	242.161	243.708	236.379	250.018	239.895	240.073	261.295	261.501	269.615	273.457	275.387	282.601
